SMILES,molecule_chembl_id,IC50
COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,CHEMBL566685,3.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(Nc5ccccc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL600632,700.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccccc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL602703,120.0
COc1ccccc1NC(=O)CC(Nc1ccc(Oc2ccnc3cc(-c4cn(C)cn4)sc23)c(F)c1)C(F)(F)F,CHEMBL591924,840.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4F)c3s2)c1,CHEMBL602704,90.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4)c3s2)c1,CHEMBL602905,180.0
COc1cc2ncnc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,CHEMBL600398,5000.0
COc1cc2nccc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,CHEMBL600603,680.0
COc1cc2nccc(Oc3ccc(NC(CC(=O)Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,CHEMBL600604,910.0
O=C(CC(Nc1ccc(F)cc1)C(F)(F)F)Nc1ccc(Oc2cc(NC(=O)N3CCCC3)ncn2)c(F)c1,CHEMBL603082,5000.0
O=C(CC(Nc1ccc(Oc2cc(NC(=O)N3CCCC3)ncn2)c(F)c1)C(F)(F)F)Nc1ccccc1,CHEMBL612137,5000.0
Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc3ccc(Cl)cc3)cc2F)ccn1,CHEMBL1097141,11.0
Nc1cc(Oc2ccc(Nc3ncccc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1097142,8.0
O=C(Nc1ccc(F)cc1F)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1095873,7.0
Cc1ccccc1NC(=O)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099174,6.0
O=C(Nc1ccccc1Cl)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099175,24.0
CN(C(=O)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1ccc(F)cc1,CHEMBL1099176,190.0
O=C(Nc1ccc(F)cn1)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1099204,34.0
O=C(Nc1ccccc1)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098475,21.0
O=C(Nc1ccccc1CCO)c1cccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1097543,9.0
Cc1ccc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)n1,CHEMBL1097544,18.0
Nc1cc(Oc2ccc(Nc3ncc(Br)cc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1098176,13.0
O=C(Nc1ccc(F)cc1F)c1cc(Br)cnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1097868,9.0
Nc1cc(Oc2ccc(Nc3ccncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1097869,3500.0
O=C(Nc1ccc(F)cc1F)c1cnccc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098213,270.0
Nc1cc(Oc2ccc(Nc3nccnc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1096519,69.0
O=C(Nc1ccc(F)cc1F)c1nccnc1Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,CHEMBL1098517,55.0
Nc1cc(Oc2ccc(Nc3ncncc3C(=O)Nc3ccc(F)cc3F)cc2F)ccn1,CHEMBL1098518,22.0
CSc1ncc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc(N)c3)c(F)c2)n1,CHEMBL1096536,9.0
CN(C)c1ncc(C(=O)Nc2ccc(F)cc2F)c(Nc2ccc(Oc3ccnc(N)c3)c(F)c2)n1,CHEMBL1096549,120.0
Cn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)c5cnn(-c6ccccc6)c5C(F)(F)F)cc4F)c3s2)c1,CHEMBL1094718,500.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642132,220.0
CNC(=O)c1cccc(Cl)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642133,550.0
CNC(=O)c1cccc(C)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642134,1400.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)CCN(CCOC)CC3)ncc1Cl,CHEMBL1642135,19.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OC)ncc1Cl,CHEMBL1642136,46.0
CCOC(=O)N1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,CHEMBL1642137,36.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OC(C)C)ncc1Cl,CHEMBL1642138,53.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OCCOC)ncc1Cl,CHEMBL1642139,50.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)OCCCN(C)C)ncc1Cl,CHEMBL1642140,28.0
CCN1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,CHEMBL1642141,18.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3CCN2CCCC2)ncc1Cl,CHEMBL1642142,22.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3)ncc1Cl,CHEMBL1642143,57.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(C)=O)ncc1Cl,CHEMBL1642144,30.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)CN2CCCC2)ncc1Cl,CHEMBL1642145,19.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)OCCCN3C(=O)COC)ncc1Cl,CHEMBL1642146,51.0
CCOC(=O)N1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,CHEMBL1642147,440.0
CCN1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,CHEMBL1642148,41.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(C(C)=O)CCCO3)ncc1Cl,CHEMBL1642149,49.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,CHEMBL1644799,10.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)CCC3(C)C)ncc1Cl,CHEMBL1644811,10.0
C#CCNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,CHEMBL1644802,38.0
CCN1C(=O)CCC(C)(C)c2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc21,CHEMBL1644812,44.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(CCOC)C(=O)CCC3)ncc1Cl,CHEMBL1644810,61.0
CCN1C(=O)CCC(C)(C)c2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc21,CHEMBL1644808,64.0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)(C)CCC(=O)N3)ncc1Cl,CHEMBL1644804,80.0
CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(N)=O)n3)ccc21,CHEMBL1644798,85.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(CCOC)C(=O)CCC3(C)C)ncc1Cl,CHEMBL1644815,85.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)CCC3)ncc1Cl,CHEMBL1644809,99.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)C(C)(C)CCC(=O)N3)ncc1Cl,CHEMBL1644805,102.0
CCCNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)CCCC(=O)N3C)ncc1Cl,CHEMBL1644800,202.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)N(CC(C)C)C(=O)CCC3(C)C)ncc1Cl,CHEMBL1789964,214.0
CNC(=O)c1cccc(Cl)c1Nc1nc(Nc2ccc3c(c2)C(C)(C)CCC(=O)N3)ncc1Cl,CHEMBL1644806,1652.0
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1822792,2500.0
CN(C[C@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802915,210.0
CN([C@H]1CCOC1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802914,53.0
COCCCN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802913,58.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CC(F)C5)cc4c(=O)c3c2)cn1,CHEMBL1802912,28.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CCC5)cc4c(=O)c3c2)cn1,CHEMBL1802911,71.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N5CCOCC5)cc4c(=O)c3c2)cn1,CHEMBL1800104,1000.0
CN(Cc1ccccc1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802910,1200.0
CN(Cc1cnccn1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802909,75.0
CCN(CC)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802908,110.0
CNS(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802907,12.0
Cn1cc(-c2cnc3ccc4ccc(NS(N)(=O)=O)cc4c(=O)c3c2)cn1,CHEMBL1802906,12.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(-c5ccccn5)c4)cc3c(=O)c2c1,CHEMBL1802905,750.0
CCN1CCC(n2cc(-c3cnc4ccc5ccc(NS(=O)(=O)N(C)C)cc5c(=O)c4c3)cn2)CC1,CHEMBL1802904,74.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CC(F)CN5CCCC5)c4)cc3c(=O)c2c1,CHEMBL1802903,12.0
COCC(F)Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,CHEMBL1802836,20.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CC(F)CO)c4)cc3c(=O)c2c1,CHEMBL1802835,85.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CCF)c4)cc3c(=O)c2c1,CHEMBL1802834,40.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CCCO)c4)cc3c(=O)c2c1,CHEMBL1802833,27.0
CN(C)CCCn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,CHEMBL1802832,96.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(CC(=O)N5CCOCC5)c4)cc3c(=O)c2c1,CHEMBL1802831,290.0
CN(C)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802829,80.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)CCn5ccnc5)cc4c(=O)c3c2)cn1,CHEMBL1802828,7300.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)C(F)(F)F)cc4c(=O)c3c2)cn1,CHEMBL1802827,5500.0
Cn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)C(C)(C)C)cc4c(=O)c3c2)cn1,CHEMBL1802826,580.0
Cn1cnc(S(=O)(=O)Nc2ccc3ccc4ncc(-c5cnn(C)c5)cc4c(=O)c3c2)c1,CHEMBL1802825,2300.0
O=c1c2cc(NS(=O)(=O)c3ccccc3)ccc2ccc2ncc(-c3ccccc3)cc12,CHEMBL1802824,9000.0
C=CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4)cc3c(=O)c2c1,CHEMBL1802823,9000.0
CCS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4)cc3c(=O)c2c1,CHEMBL1802822,1500.0
Cn1cc(-c2cnc3ccc4ccc(O)cc4c(=O)c3c2)cn1,CHEMBL1802606,370.0
CNc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,CHEMBL1802605,80.0
Cn1cc(-c2cnc3ccc4ccc(N)c(Cl)c4c(=O)c3c2)cn1,CHEMBL1802604,360.0
Cn1cc(-c2cnc3ccc4ccc(N)cc4c(=O)c3c2)cn1,CHEMBL1802603,110.0
Cn1cc(-c2cnc3ccc4ccc(NS(C)(=O)=O)cc4c(=O)c3c2)cn1,CHEMBL1802602,12.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cn[nH]c4)cc3c(=O)c2c1,CHEMBL1802601,1400.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cnsc4)cc3c(=O)c2c1,CHEMBL1802600,210.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccsc4)cc3c(=O)c2c1,CHEMBL1802599,1500.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccoc4)cc3c(=O)c2c1,CHEMBL1802598,5500.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cncnc4)cc3c(=O)c2c1,CHEMBL1802597,9000.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cccnc4)cc3c(=O)c2c1,CHEMBL1802596,2500.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccncc4)cc3c(=O)c2c1,CHEMBL1802595,750.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccc(Cl)cc4)cc3c(=O)c2c1,CHEMBL1802594,5400.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4cccc(Cl)c4)cc3c(=O)c2c1,CHEMBL1802593,5300.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4Cl)cc3c(=O)c2c1,CHEMBL1802592,9000.0
CS(=O)(=O)Nc1ccc2ccc3ncc(N4CCN(c5cccnc5)CC4)cc3c(=O)c2c1,CHEMBL1802591,2000.0
CS(=O)(=O)Nc1ccc2ccc3ncc(N4CCC5(CC4)OCCO5)cc3c(=O)c2c1,CHEMBL1802590,790.0
CC(C)N1CCN(c2cnc3ccc4ccc(NS(C)(=O)=O)cc4c(=O)c3c2)CC1,CHEMBL1802589,140.0
CS(=O)(=O)Nc1ccc2ccc3ncc(NCC4CC4)cc3c(=O)c2c1,CHEMBL1802588,760.0
CCCCN(C)c1cnc2ccc3ccc(NS(C)(=O)=O)cc3c(=O)c2c1,CHEMBL1802587,8000.0
CS(=O)(=O)Nc1ccc2ccc3ncc(N4CCOCC4)cc3c(=O)c2c1,CHEMBL1802586,2000.0
CS(=O)(=O)Nc1ccc2ccc3ncc(N4CCCCC4)cc3c(=O)c2c1,CHEMBL1802585,1100.0
CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4)cc3c(=O)c2c1,CHEMBL1803004,2500.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1c(Cl)cccc1Cl,CHEMBL1824866,1790.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccccc1,CHEMBL1824867,10000.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccccc1F,CHEMBL1824868,6620.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccccc1Cl,CHEMBL1824869,5850.0
N#Cc1ccccc1COc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N,CHEMBL1824870,10000.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccccc1C(F)(F)F,CHEMBL1824871,7110.0
CC(C)(C)c1ccc(COc2cc(-c3ccc(C(=O)N4CCC[C@@H]4CN4CCCC4)cc3)cnc2N)cc1,CHEMBL1824872,8530.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1ccc(Cl)cc1Cl,CHEMBL1824873,410.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1c(F)cccc1Cl,CHEMBL1824874,8120.0
Nc1ncc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cc1OCc1c(F)ccc(F)c1Cl,CHEMBL1824875,560.0
CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(F)ccc(F)c1Cl,CHEMBL1824876,390.0
CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)cccc1Cl,CHEMBL1824877,140.0
CC(Oc1cc(-c2ccc(C(=O)N3CCC[C@@H]3CN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824878,20.0
CC(Oc1cccnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824879,7120.0
CC(Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824880,9920.0
CC(Oc1cc(C#N)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824881,10000.0
CC(Oc1cc(NC(=O)c2ccccc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824882,2900.0
CC(Oc1cc(-c2ccccc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824883,1240.0
CC(Oc1cc(-c2ccc(C(=O)N3CCC(N4CCCC4)CC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824884,41.0
CC(Oc1cc(-c2ccc(C(=O)NCCN3CCCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824885,114.0
CC(Oc1cc(-c2ccc(C(=O)N3C[C@@H](C)N[C@@H](C)C3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824886,68.9
CC(Oc1cc(-n2cccn2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824887,2640.0
CC(Oc1cc(-c2cn(C)cn2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824888,1150.0
CC(Oc1cc(-c2nccs2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824889,740.0
CC(Oc1cc(-c2cnoc2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824890,520.0
CC(Oc1cc(-c2ccn[nH]2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824891,597.0
CC(Oc1cc(-c2cn[nH]c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824892,62.4
Cc1n[nH]c(C)c1-c1cnc(N)c(OC(C)c2c(Cl)ccc(F)c2Cl)c1,CHEMBL1824893,333.0
CC(Oc1cc(-c2cnn(C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824894,43.8
CC(Oc1cc(-c2cnn(C(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1821759,35.6
CC(Oc1cc(-c2cnn(C(C)(C)C(=O)NCCN(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1824895,65.3
CC(Oc1cc(-c2cnn(CC(=O)NCCCN(C)C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825130,76.0
CC(Oc1cc(-c2cnn(CC3(O)CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825131,40.6
CC(Oc1cc(-c2cnn(CC3CNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825132,45.3
CC(Oc1cc(-c2cnn(CC3CN(CC(N)=O)C3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825133,52.6
CC(Oc1cc(-c2cnn(C3CNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825134,58.7
CC(Oc1cc(-c2cnn([C@H]3CCNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825135,43.8
CC(Oc1cc(-c2cnn(C3CCCNC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825136,25.0
CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825137,39.8
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL1825138,18.3
C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719,8.0
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,CHEMBL261641,10.0
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,CHEMBL1834657,3011.0
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,CHEMBL1614725,4200.0
O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,CHEMBL1927770,171.0
O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[C@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,CHEMBL1927771,206.0
Cc1cc(C)cc(CC(=O)N[C@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c(n3)sc3ccccc34)cc2)c1,CHEMBL1927769,559.0
Cc1cc(C)cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c(n3)sc3ccccc34)cc2)c1,CHEMBL1927768,607.0
O=C(Cc1cc(F)cc(F)c1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2ccccc23)cc1,CHEMBL1927772,760.0
Cc1cc(C)cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(-c3cn4c5c(sc4n3)CCCC5)cc2)c1,CHEMBL1927625,793.0
O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(-c2cn3c(n2)sc2cc(Br)ccc23)cc1,CHEMBL1927778,7300.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)C(F)(F)F)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939320,16.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(N)CC3(C)C)ncc1Cl,CHEMBL1939321,12.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)CN(C)C)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939481,11.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(C)=O)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939482,18.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)COC)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939483,22.0
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(=O)N2CCCC2)CC3(C)C)ncc1Cl.O=C(O)C(F)(F)F,CHEMBL1939484,16.0
